booking_date,travel_date,destination,package_type,booking_channel,quantity,booking_amount,discount_amount,booking_status,payment_method,agent_name,trip_duration_days,customer_type,city,state,country,age,registration_date,loyalty_tier,preferred_destination
2025-11-08,2025-09-15,Tokyo,Standard,Website,4,2122,26,Completed,Card,Dana,10,Registered,New York,NY,USA,43,2023-11-26,Bronze,Bangkok
2025-02-10,2026-06-21,Tokyo,Standard,Mobile App,5,415,39,Completed,Bank Transfer,Dana,6,Registered,London,DXB,UAE,74,2024-07-28,Bronze,Rome
2024-10-17,2026-03-30,Paris,Standard,Agent,2,2226,7,Completed,Bank Transfer,Charlie,7,Registered,Paris,DXB,UK,35,2022-11-23,Gold,Tokyo
2025-07-07,2025-10-06,Bangkok,Premium,Website,5,4027,45,Pending,Bank Transfer,Dana,12,Registered,Singapore,NY,UK,58,2023-03-09,Silver,Tokyo
2025-03-21,2026-06-21,Bangkok,Premium,Mobile App,4,4820,138,Completed,Card,Dana,6,Registered,New York,,France,57,2025-04-13,Gold,Rome
2024-09-23,2025-06-09,London,Standard,Website,5,3576,194,Completed,UPI,Charlie,9,Registered,New York,NY,UK,30,2022-02-11,Gold,Bangkok
2025-05-18,2026-05-04,London,Standard,Mobile App,3,268,152,Completed,Card,Charlie,5,Registered,Singapore,DXB,UAE,21,2023-01-20,Gold,Rome
2025-03-23,2026-02-09,Paris,Standard,Agent,4,4792,96,Completed,UPI,Alice,8,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2025-06-13,2026-09-20,London,Premium,Agent,5,2162,68,Cancelled,Card,Alice,4,Registered,New York,DXB,France,55,2023-09-05,Gold,Sydney
2024-04-23,2026-10-15,Dubai,Luxury,Mobile App,3,2572,179,Pending,UPI,Bob,7,Guest,Paris,DXB,UK,73,2022-06-04,Silver,Tokyo
2024-02-20,2026-07-02,Tokyo,Standard,Website,3,1446,68,Completed,Bank Transfer,Dana,13,Guest,Dubai,IDF,France,27,2023-03-17,Silver,Tokyo
2024-04-02,2025-06-04,Tokyo,Premium,Website,3,2107,107,Cancelled,UPI,Charlie,9,Registered,London,,Singapore,56,2022-02-24,Gold,Bangkok
2024-12-04,2025-03-24,Paris,Standard,Mobile App,4,459,18,Pending,UPI,Bob,5,Registered,Paris,NY,France,31,2024-06-27,Silver,Bangkok
2025-06-17,2026-11-13,Paris,Premium,Mobile App,3,969,82,Completed,Bank Transfer,Alice,13,Registered,New York,IDF,UK,53,2022-05-03,Gold,Rome
2024-05-05,2025-09-17,Dubai,Luxury,Mobile App,2,4467,92,Completed,Bank Transfer,Bob,3,Registered,New York,,USA,47,2022-08-29,Gold,Bangkok
2024-11-28,2025-01-16,Paris,Premium,Agent,1,3756,101,Completed,Card,Alice,11,Registered,Paris,,UK,19,2023-01-31,Silver,Rome
2025-09-02,2025-06-08,London,Standard,Website,2,4093,127,Completed,Bank Transfer,Charlie,14,Registered,Singapore,,UAE,47,2024-01-30,Gold,Sydney
2024-03-02,2025-12-31,Paris,Luxury,Agent,1,691,32,Cancelled,Card,Charlie,10,Registered,New York,DXB,France,55,2023-09-05,Gold,Sydney
2025-03-25,2025-07-17,Tokyo,Luxury,Mobile App,3,3045,185,Completed,UPI,Alice,9,Registered,London,,Singapore,34,2022-10-08,Gold,Tokyo
2025-07-26,2025-10-29,Bangkok,Luxury,Mobile App,2,3784,145,Completed,Bank Transfer,Charlie,7,Registered,Paris,,USA,72,2024-07-20,Bronze,Bangkok
2024-10-08,2026-09-06,Bangkok,Standard,Website,5,4037,39,Cancelled,UPI,Charlie,10,Registered,Singapore,NY,USA,48,2024-07-07,Silver,Tokyo
2024-01-01,2026-10-16,Bangkok,Premium,Agent,2,3919,4,Pending,UPI,Bob,7,Registered,New York,NY,UK,30,2022-02-11,Gold,Bangkok
2025-11-05,2026-07-06,Dubai,Standard,Agent,4,718,196,Pending,Card,Charlie,7,Guest,London,SG,France,69,2022-12-24,Bronze,Tokyo
2024-04-23,2025-04-09,Bangkok,Luxury,Website,1,2838,33,Completed,Card,Bob,3,Guest,Paris,NY,UAE,72,2023-10-28,Bronze,Sydney
2024-04-11,2025-02-02,Bangkok,Luxury,Mobile App,4,1769,134,Pending,Bank Transfer,Charlie,2,Guest,Paris,IDF,UAE,22,2023-04-24,Silver,Bangkok
2025-09-12,2025-03-14,Tokyo,Standard,Agent,4,2008,20,Cancelled,Bank Transfer,Alice,7,Registered,New York,NY,UK,30,2022-02-11,Gold,Bangkok
2025-01-12,2025-03-01,Bangkok,Premium,Agent,1,3607,187,Completed,UPI,Alice,5,Registered,Dubai,,UAE,53,2022-10-24,Silver,Bangkok
2024-04-13,2025-08-25,Bangkok,Premium,Website,2,995,134,Pending,Card,Bob,10,Registered,Singapore,DXB,UAE,23,2024-08-20,Silver,Sydney
2025-03-01,2025-04-19,Bangkok,Premium,Agent,4,4772,179,Pending,UPI,Alice,4,Registered,New York,,France,57,2025-04-13,Gold,Rome
2025-02-15,2026-06-01,London,Luxury,Website,5,4705,153,Cancelled,UPI,Charlie,10,Registered,Singapore,SG,USA,22,2025-01-06,Bronze,Rome
2025-02-26,2026-10-11,Dubai,Luxury,Mobile App,5,3245,61,Pending,Bank Transfer,Bob,8,Registered,New York,DXB,UAE,39,2025-01-16,Silver,Sydney
2024-09-17,2026-01-04,Dubai,Premium,Mobile App,1,4707,185,Completed,UPI,Alice,10,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2024-01-07,2025-11-04,Paris,Standard,Mobile App,1,2672,197,Pending,UPI,Bob,3,Guest,Paris,DXB,UK,73,2022-06-04,Silver,Tokyo
2024-12-30,2025-06-09,Paris,Premium,Mobile App,5,3971,63,Completed,UPI,Charlie,3,Guest,Dubai,IDF,UK,999,2023-12-29,Bronze,Rome
2025-08-05,2025-08-11,Tokyo,Luxury,Mobile App,4,3475,44,Cancelled,Bank Transfer,Alice,11,Registered,Paris,IDF,Singapore,66,2025-01-17,Silver,Sydney
2024-02-08,2026-08-14,Dubai,Standard,Website,3,2660,89,Cancelled,UPI,Alice,14,Guest,Singapore,DXB,France,67,2023-04-17,Gold,Rome
2025-10-11,2026-10-10,Dubai,Standard,Mobile App,5,293,10,Cancelled,Bank Transfer,Bob,7,Registered,Paris,DXB,UK,35,2022-11-23,Gold,Tokyo
2024-06-05,2025-02-21,Dubai,Premium,Agent,5,2008,129,Completed,Card,Dana,6,Registered,Paris,SG,Singapore,49,2024-06-15,Bronze,Tokyo
2024-05-15,2025-12-11,Tokyo,Premium,Agent,1,1412,140,Cancelled,UPI,Alice,8,Registered,Dubai,NY,UAE,41,2024-07-30,Gold,Bangkok
2024-05-13,2025-05-19,Dubai,Luxury,Website,4,3759,101,Pending,Bank Transfer,Bob,10,Registered,Paris,SG,Singapore,49,2024-06-15,Bronze,Tokyo
2024-09-09,2025-09-06,Tokyo,Premium,Mobile App,3,4494,175,Pending,Card,Alice,12,Registered,London,,USA,57,2024-02-23,Gold,Bangkok
2025-01-09,2025-12-23,Paris,Premium,Mobile App,5,3669,167,Completed,UPI,Bob,7,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2025-09-30,2025-05-30,Dubai,Standard,Website,2,3822,175,Cancelled,Card,Alice,3,Registered,London,,USA,57,2024-02-23,Gold,Bangkok
2024-09-05,2026-09-28,Paris,Premium,Website,3,646,177,Completed,UPI,Dana,9,Guest,Dubai,NY,USA,48,2024-04-02,Silver,Tokyo
2024-08-02,2026-07-05,Paris,Standard,Agent,5,2918,192,Cancelled,Bank Transfer,Dana,11,Registered,New York,DXB,USA,40,2023-12-06,Gold,Rome
2025-11-15,2025-01-19,Dubai,Luxury,Agent,5,1357,11,Cancelled,Card,Alice,6,Registered,New York,,France,21,2022-09-17,Gold,Sydney
2024-02-24,2026-04-22,Tokyo,Standard,Mobile App,3,2422,169,Pending,UPI,Alice,2,Registered,Paris,,France,50,2024-09-27,Silver,Tokyo
2024-08-24,2026-01-25,Bangkok,Luxury,Website,3,3366,124,Pending,Bank Transfer,Alice,4,Guest,Dubai,SG,USA,47,2024-04-28,Gold,Bangkok
2025-04-13,2026-07-29,Tokyo,Standard,Website,5,4301,78,Cancelled,UPI,Dana,13,Registered,New York,SG,UK,35,2023-08-01,Gold,Bangkok
2024-12-21,2026-12-02,London,Premium,Agent,3,350,60,Pending,UPI,Alice,12,Registered,Singapore,DXB,Singapore,72,2024-12-23,Bronze,Tokyo
2024-01-31,2026-07-23,London,Standard,Website,3,3371,100,Pending,Card,Alice,13,Registered,New York,SG,Singapore,61,2023-02-08,Silver,Sydney
2025-11-25,2026-09-20,Paris,Premium,Website,5,4465,39,Cancelled,UPI,Charlie,9,Registered,Dubai,,USA,55,2023-05-13,Bronze,Rome
2024-07-30,2026-10-31,Paris,Luxury,Agent,2,1279,35,Cancelled,Bank Transfer,Bob,8,Registered,Singapore,,France,46,2024-09-19,Bronze,Tokyo
2025-11-02,2026-08-02,Paris,Premium,Website,5,1389,136,Pending,Card,Bob,7,Registered,New York,IDF,UK,53,2022-05-03,Gold,Rome
2024-11-22,2026-02-28,Dubai,Premium,Mobile App,3,441,38,Completed,Card,Bob,4,Registered,Dubai,NY,UAE,34,2024-07-20,Silver,Sydney
2025-09-12,2026-08-04,Bangkok,Standard,Agent,2,2386,59,Pending,Card,Charlie,3,Registered,New York,DXB,Singapore,25,2024-02-15,Bronze,Rome
2024-05-17,2026-05-30,Bangkok,Premium,Agent,3,4104,47,Cancelled,UPI,Dana,4,Registered,Singapore,,UAE,47,2024-01-30,Gold,Sydney
2024-08-19,2025-02-03,Dubai,Standard,Mobile App,4,1783,56,Pending,Bank Transfer,Bob,14,Registered,Singapore,NY,UK,22,2022-05-20,Gold,Bangkok
2024-06-30,2026-03-26,Bangkok,Premium,Agent,3,741,117,Completed,UPI,Dana,14,Registered,New York,DXB,France,20,2022-01-08,Silver,Bangkok
2024-11-16,2026-02-08,Bangkok,Luxury,Agent,5,3316,137,Pending,Bank Transfer,Alice,10,Registered,New York,SG,UK,52,2023-05-17,Bronze,Sydney
2025-04-12,2025-02-13,Paris,Luxury,Agent,4,3899,188,Completed,Bank Transfer,Dana,10,Registered,Paris,NY,Singapore,53,2023-04-17,Gold,Bangkok
2024-07-13,2025-10-26,Dubai,Premium,Mobile App,3,603,118,Completed,UPI,Charlie,11,Registered,New York,IDF,UAE,38,2023-06-07,Silver,Bangkok
2024-05-25,2026-04-20,Dubai,Standard,Agent,5,4435,28,Completed,Bank Transfer,Bob,8,Registered,London,DXB,UAE,74,2024-07-28,Bronze,Rome
2025-04-06,2025-01-26,Paris,Premium,Agent,2,2849,116,Completed,UPI,Charlie,13,Registered,London,IDF,France,39,2023-07-27,Gold,Rome
2024-05-06,2025-04-04,Tokyo,Luxury,Mobile App,3,1543,21,Pending,Bank Transfer,Dana,13,Registered,New York,IDF,UAE,20,2025-04-01,Silver,Bangkok
2025-01-22,2026-07-18,Dubai,Standard,Website,3,1509,144,Pending,Card,Bob,4,Registered,Singapore,SG,USA,66,2023-07-06,Gold,Tokyo
2025-03-05,2025-11-12,London,Luxury,Mobile App,3,620,160,Completed,Card,Bob,5,Registered,Paris,DXB,France,66,2022-05-29,Bronze,Sydney
2024-01-13,2026-04-15,Dubai,Premium,Agent,1,2273,155,Cancelled,Card,Bob,11,Registered,New York,NY,France,33,2023-04-03,Bronze,Tokyo
2025-04-09,2026-02-24,Dubai,Standard,Agent,5,4097,1,Completed,Bank Transfer,Charlie,11,Registered,London,SG,France,51,2024-10-24,Silver,Bangkok
2024-07-31,2025-02-20,Paris,Standard,Website,3,4767,9,Completed,Card,Charlie,7,Registered,New York,DXB,France,55,2023-09-05,Gold,Sydney
2024-04-21,2026-03-03,Paris,Standard,Agent,3,601,156,Pending,Bank Transfer,Bob,9,Registered,Dubai,NY,USA,41,2023-09-22,Bronze,Tokyo
2025-01-03,2025-02-06,Tokyo,Premium,Mobile App,3,4942,97,Completed,UPI,Alice,6,Registered,New York,,France,57,2025-04-13,Gold,Rome
2024-05-04,2025-10-09,London,Luxury,Mobile App,5,1302,53,Pending,Card,Alice,3,Registered,Dubai,DXB,France,73,2024-05-28,Silver,Tokyo
2024-03-30,2026-05-11,Bangkok,Luxury,Mobile App,4,4533,155,Cancelled,UPI,Charlie,4,Registered,Paris,IDF,Singapore,66,2025-01-17,Silver,Sydney
2025-05-23,2026-06-17,Dubai,Premium,Website,5,4809,59,Pending,UPI,Bob,2,Registered,London,,USA,57,2024-02-23,Gold,Bangkok
2025-04-21,2026-10-03,Tokyo,Luxury,Website,5,396,106,Cancelled,Card,Charlie,7,Registered,Singapore,SG,UAE,33,2024-08-26,Silver,Bangkok
2024-01-12,2026-10-18,Paris,Luxury,Mobile App,3,1939,17,Cancelled,UPI,Charlie,14,Registered,Singapore,SG,UK,73,2022-05-23,Silver,Sydney
2024-12-07,2025-12-16,Dubai,Luxury,Agent,5,1132,7,Completed,Card,Charlie,7,Registered,Singapore,NY,Singapore,45,2022-03-07,Bronze,Tokyo
2025-04-30,2025-02-06,Paris,Premium,Website,4,4124,137,Cancelled,UPI,Dana,13,Registered,Paris,IDF,Singapore,42,2024-01-31,Bronze,Bangkok
2024-11-02,2026-08-02,London,Luxury,Agent,1,4468,53,Pending,Bank Transfer,Charlie,14,Guest,London,,Singapore,52,2023-06-23,Gold,Sydney
2024-06-01,2025-10-15,Tokyo,Premium,Mobile App,5,742,42,Pending,Bank Transfer,Dana,4,Registered,London,NY,France,42,2023-11-02,Bronze,Sydney
2024-11-11,2025-11-19,Tokyo,Premium,Mobile App,1,1157,127,Completed,UPI,Dana,6,Registered,Paris,SG,UAE,38,2024-09-26,Gold,Tokyo
2024-11-05,2025-06-29,Tokyo,Premium,Website,2,4501,23,Cancelled,Bank Transfer,Alice,14,Registered,Dubai,,USA,37,2024-01-17,Bronze,Rome
2024-06-06,2025-07-14,London,Premium,Agent,5,4296,79,Cancelled,Card,Alice,10,Registered,Dubai,DXB,Singapore,48,2023-08-20,Bronze,Bangkok
2024-07-29,2025-02-07,Dubai,Premium,Agent,5,1287,29,Completed,UPI,Alice,12,Registered,Dubai,NY,Singapore,74,2025-02-23,Silver,Bangkok
2024-12-07,2026-04-24,Tokyo,Standard,Agent,3,913,5,Pending,UPI,Bob,7,Registered,Paris,SG,UAE,38,2024-09-26,Gold,Tokyo
2024-10-20,2025-10-11,Bangkok,Premium,Mobile App,1,1777,69,Completed,Card,Charlie,3,Registered,Paris,,France,50,2024-09-27,Silver,Tokyo
2025-06-10,2025-04-15,Paris,Luxury,Mobile App,5,4784,81,Cancelled,Card,Charlie,11,Registered,Singapore,DXB,UK,46,2023-07-24,Bronze,Bangkok
2024-03-13,2025-11-15,Bangkok,Premium,Agent,4,1603,12,Completed,Card,Dana,12,Registered,New York,NY,France,29,2025-04-04,Silver,Tokyo
2025-01-27,2025-02-25,Tokyo,Premium,Mobile App,2,1067,180,Pending,Bank Transfer,Dana,11,Registered,New York,IDF,UAE,35,2022-05-16,Bronze,Rome
2024-12-06,2025-07-22,Bangkok,Standard,Mobile App,5,2759,33,Completed,Bank Transfer,Dana,3,Registered,Paris,IDF,UAE,35,2024-05-13,Silver,Tokyo
2025-12-01,2026-10-22,Dubai,Premium,Website,2,2742,36,Pending,UPI,Charlie,8,Registered,Dubai,DXB,UAE,39,2023-01-13,Bronze,Rome
2024-11-28,2026-04-10,Dubai,Standard,Website,4,2906,28,Cancelled,UPI,Dana,4,Registered,Singapore,SG,USA,22,2025-01-06,Bronze,Rome
2025-09-10,2026-08-12,Paris,Luxury,Website,4,3055,182,Completed,UPI,Alice,14,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2025-04-17,2026-02-15,Bangkok,Premium,Website,5,4564,62,Pending,Card,Dana,8,Registered,Singapore,,USA,47,2022-10-01,Silver,Rome
2024-08-01,2026-08-29,Dubai,Premium,Agent,3,2991,139,Pending,Card,Bob,12,Registered,New York,NY,USA,27,2022-11-24,Gold,Sydney
2025-08-10,2026-05-14,Tokyo,Luxury,Agent,4,838,83,Pending,Card,Dana,4,Registered,New York,DXB,USA,34,2025-01-03,Bronze,Sydney
2024-03-12,2026-09-05,Tokyo,Luxury,Agent,4,3524,83,Cancelled,Bank Transfer,Alice,3,Registered,Dubai,SG,Singapore,45,2025-01-27,Silver,Bangkok
2025-08-17,2026-10-14,Tokyo,Standard,Agent,2,1338,115,Pending,UPI,Dana,11,Registered,Dubai,,USA,37,2024-01-17,Bronze,Rome
2024-07-19,2025-07-30,London,Premium,Agent,3,3863,111,Pending,UPI,Alice,11,Registered,Paris,,UK,54,2024-02-24,Bronze,Sydney
2025-02-17,2025-05-11,London,Standard,Mobile App,5,4381,13,Completed,Bank Transfer,Charlie,3,Registered,London,,Singapore,56,2022-02-24,Gold,Bangkok
2024-08-28,2026-03-19,Bangkok,Premium,Agent,3,455,182,Cancelled,UPI,Dana,8,Registered,London,NY,France,50,2023-11-18,Bronze,Bangkok
2025-11-09,2025-06-27,Dubai,Standard,Website,5,1930,98,Cancelled,UPI,Bob,6,Guest,Singapore,,UK,37,2025-02-02,Bronze,Sydney
2024-05-17,2025-01-12,Tokyo,Luxury,Website,2,1228,184,Cancelled,Bank Transfer,Dana,4,Registered,New York,DXB,USA,34,2025-01-03,Bronze,Sydney
2025-10-19,2026-03-02,Dubai,Luxury,Agent,4,1324,159,Completed,UPI,Dana,10,Registered,London,IDF,UK,52,2024-12-22,Bronze,Rome
2024-12-29,2025-08-20,Paris,Premium,Agent,1,3351,147,Cancelled,Bank Transfer,Bob,13,Registered,London,DXB,USA,73,2022-01-26,Gold,Rome
2025-02-24,2026-07-14,Bangkok,Premium,Website,1,2405,145,Cancelled,Bank Transfer,Charlie,3,Registered,Paris,SG,Singapore,49,2024-06-15,Bronze,Tokyo
2024-03-22,2025-05-26,Bangkok,Premium,Mobile App,5,4144,20,Pending,Bank Transfer,Alice,5,Registered,New York,IDF,UAE,63,2024-02-20,Silver,Bangkok
2025-12-01,2026-10-11,Bangkok,Luxury,Mobile App,5,839,13,Cancelled,Bank Transfer,Alice,9,Registered,Dubai,DXB,France,73,2024-05-28,Silver,Tokyo
2025-04-25,2026-08-11,London,Premium,Mobile App,3,4399,74,Completed,Card,Charlie,13,Registered,Dubai,DXB,UAE,39,2023-01-13,Bronze,Rome
2024-03-03,2026-10-07,Dubai,Luxury,Website,5,2333,13,Pending,UPI,Alice,6,Guest,Paris,SG,France,70,2022-01-06,Silver,Rome
2024-05-09,2026-06-02,Tokyo,Premium,Mobile App,2,875,157,Cancelled,UPI,Charlie,2,Guest,Paris,IDF,UAE,22,2023-04-24,Silver,Bangkok
2024-02-03,2025-12-18,Tokyo,Standard,Agent,2,4520,126,Cancelled,UPI,Bob,12,Registered,Singapore,SG,USA,22,2025-01-06,Bronze,Rome
2024-08-03,2026-08-15,London,Standard,Agent,3,1570,193,Completed,Card,Bob,9,Registered,Singapore,,UK,31,2024-09-18,Silver,Rome
2024-11-04,2026-05-03,Bangkok,Standard,Mobile App,4,4101,121,Cancelled,Card,Dana,2,Registered,Dubai,DXB,Singapore,35,2023-10-23,Bronze,Tokyo
2025-01-26,2026-11-26,London,Luxury,Agent,1,3876,24,Pending,Bank Transfer,Charlie,8,Registered,Paris,,UK,27,2022-02-20,Bronze,Bangkok
2024-12-09,2025-10-04,London,Standard,Mobile App,5,2433,100,Cancelled,Bank Transfer,Bob,13,Registered,Paris,DXB,UK,33,2024-12-23,Silver,Bangkok
2025-06-16,2025-12-12,Paris,Premium,Agent,1,1796,172,Completed,Card,Alice,8,Registered,Paris,IDF,Singapore,42,2024-01-31,Bronze,Bangkok
2024-04-16,2026-04-02,London,Standard,Agent,3,4502,64,Completed,Card,Alice,11,Registered,London,SG,UK,63,2023-10-01,Silver,Rome
2025-08-31,2026-11-04,Paris,Luxury,Agent,1,665,181,Completed,Card,Bob,8,Registered,London,SG,USA,23,2024-09-22,Bronze,Bangkok
2024-07-08,2025-04-24,Paris,Premium,Mobile App,4,4837,169,Completed,Bank Transfer,Dana,6,Registered,London,SG,France,51,2024-10-24,Silver,Bangkok
2025-11-14,2025-11-28,London,Standard,Website,3,3697,198,Completed,UPI,Dana,7,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2024-09-28,2025-07-02,Dubai,Standard,Mobile App,2,2315,156,Cancelled,Card,Dana,3,Registered,Singapore,DXB,France,32,2022-10-11,Gold,Sydney
2025-03-17,2025-08-12,Bangkok,Luxury,Website,4,4628,183,Cancelled,Card,Alice,3,Registered,Dubai,DXB,UK,73,2024-04-01,Bronze,Bangkok
2024-09-13,2026-04-02,Tokyo,Premium,Website,1,4880,9,Pending,UPI,Charlie,4,Registered,Singapore,NY,USA,61,2025-01-04,Silver,Rome
2025-02-04,2026-08-12,Tokyo,Luxury,Agent,4,2901,122,Cancelled,UPI,Alice,10,Guest,Paris,NY,France,52,2024-01-05,Bronze,Sydney
2025-01-28,2026-05-09,Tokyo,Luxury,Agent,3,227,85,Pending,UPI,Dana,2,Registered,London,,UK,74,2024-04-24,Bronze,Bangkok
2025-01-09,2026-07-02,London,Standard,Mobile App,3,942,165,Completed,Card,Alice,8,Registered,Paris,DXB,France,30,2024-02-27,Silver,Tokyo
2024-11-02,2026-02-04,Tokyo,Luxury,Agent,3,1764,124,Completed,Bank Transfer,Dana,13,Guest,Paris,DXB,France,65,2023-11-25,Bronze,Sydney
2024-02-06,2025-07-17,Tokyo,Luxury,Agent,2,1346,125,Cancelled,Card,Charlie,9,Registered,London,DXB,Singapore,63,2023-09-12,Gold,Tokyo
2024-01-17,2025-02-07,London,Standard,Mobile App,1,3880,103,Completed,Card,Dana,12,Registered,Singapore,DXB,UAE,21,2023-01-20,Gold,Rome
2025-08-16,2025-08-27,Tokyo,Standard,Agent,2,1420,125,Pending,Card,Dana,11,Registered,Singapore,DXB,UAE,66,2022-04-16,Bronze,Rome
2025-10-26,2025-05-14,Tokyo,Standard,Agent,1,2188,78,Completed,UPI,Bob,11,Registered,Dubai,IDF,Singapore,32,2023-10-27,Bronze,Bangkok
2024-04-26,2026-05-25,Bangkok,Luxury,Website,1,1071,51,Cancelled,UPI,Dana,7,Registered,New York,NY,USA,27,2022-11-24,Gold,Sydney
2025-07-12,2025-05-21,London,Standard,Website,5,4918,44,Cancelled,Card,Alice,6,Registered,Singapore,SG,UAE,33,2024-08-26,Silver,Bangkok
2024-06-21,2026-01-14,Bangkok,Standard,Mobile App,2,3600,148,Completed,Card,Alice,14,Registered,Dubai,DXB,UK,73,2024-04-01,Bronze,Bangkok
2024-06-10,2025-01-17,Dubai,Standard,Website,1,3281,45,Completed,Bank Transfer,Charlie,8,Registered,Paris,DXB,France,30,2024-02-27,Silver,Tokyo
2024-05-09,2025-07-31,Paris,Luxury,Mobile App,5,4099,115,Cancelled,Card,Bob,11,Registered,Singapore,,UAE,59,2022-07-22,Silver,Sydney
2025-09-02,2025-07-04,Dubai,Luxury,Website,3,508,89,Cancelled,Card,Bob,5,Registered,Singapore,,UAE,59,2022-07-22,Silver,Sydney
2024-04-07,2026-09-26,London,Luxury,Agent,2,4543,118,Pending,Bank Transfer,Bob,6,Registered,Singapore,SG,UAE,33,2024-08-26,Silver,Bangkok
2024-04-25,2025-06-02,Dubai,Premium,Website,2,1786,171,Completed,Card,Charlie,6,Registered,London,DXB,UAE,74,2024-07-28,Bronze,Rome
2024-09-14,2025-12-09,Bangkok,Premium,Website,1,3760,189,Completed,Bank Transfer,Bob,4,Registered,Paris,,UAE,53,2024-05-25,Gold,Tokyo
2025-06-11,2025-04-29,Tokyo,Standard,Agent,4,4173,151,Pending,UPI,Dana,5,Registered,Singapore,IDF,Singapore,30,2022-05-23,Bronze,Bangkok
2024-08-23,2025-04-23,London,Standard,Website,2,2868,188,Cancelled,Card,Dana,5,Registered,New York,,France,57,2025-04-13,Gold,Rome
2025-08-22,2026-05-12,Tokyo,Premium,Website,2,4058,156,Cancelled,Card,Dana,7,Registered,Singapore,NY,USA,61,2025-01-04,Silver,Rome
2024-07-17,2026-10-10,London,Premium,Website,3,3949,32,Completed,Bank Transfer,Alice,6,Guest,Paris,DXB,UK,73,2022-06-04,Silver,Tokyo
2025-04-21,2026-04-15,Dubai,Standard,Mobile App,2,1110,75,Pending,Card,Bob,11,Guest,Paris,DXB,UK,73,2022-06-04,Silver,Tokyo
2024-03-29,2026-02-26,Bangkok,Premium,Website,5,2081,121,Cancelled,UPI,Alice,13,Registered,Dubai,IDF,Singapore,63,2023-07-14,Silver,Sydney
2024-09-10,2025-12-02,Dubai,Luxury,Website,5,2220,38,Pending,Card,Dana,2,Guest,Paris,SG,France,48,2025-02-07,Gold,Rome
2025-05-31,2025-02-04,Dubai,Luxury,Mobile App,4,4055,178,Completed,UPI,Dana,5,Registered,New York,SG,UK,52,2023-05-17,Bronze,Sydney
2024-01-13,2026-02-21,Paris,Standard,Mobile App,3,4775,61,Pending,Card,Alice,9,Registered,London,IDF,UK,52,2024-12-22,Bronze,Rome
2024-06-14,2026-04-16,Bangkok,Luxury,Agent,1,2697,116,Cancelled,Card,Dana,4,Registered,New York,DXB,USA,34,2025-01-03,Bronze,Sydney
2025-10-10,2025-01-02,Tokyo,Premium,Agent,3,4003,135,Completed,UPI,Dana,14,Guest,London,,UAE,60,2022-08-23,Gold,Bangkok
2025-08-12,2025-08-01,Tokyo,Luxury,Mobile App,1,4643,131,Pending,UPI,Alice,3,Guest,Singapore,SG,France,43,2025-01-27,Bronze,Rome
2025-04-21,2026-09-26,Tokyo,Premium,Mobile App,2,3194,165,Pending,Bank Transfer,Alice,10,Registered,Singapore,NY,Singapore,68,2022-03-26,Silver,Sydney
2024-05-21,2025-12-09,Paris,Luxury,Website,4,1877,188,Pending,Bank Transfer,Bob,14,Registered,Singapore,NY,USA,68,2023-11-15,Bronze,Bangkok
2024-11-24,2025-12-28,London,Luxury,Agent,4,2046,70,Completed,Card,Charlie,7,Registered,Dubai,DXB,USA,75,2022-06-15,Silver,Bangkok
2025-05-28,2026-06-24,Tokyo,Premium,Agent,5,4183,173,Pending,UPI,Dana,11,Registered,London,DXB,USA,73,2022-01-26,Gold,Rome
2024-07-11,2026-04-14,Tokyo,Standard,Mobile App,2,737,73,Completed,Card,Bob,6,Guest,London,,UAE,60,2022-08-23,Gold,Bangkok
2025-05-23,2025-06-04,Paris,Luxury,Agent,1,1412,75,Cancelled,Bank Transfer,Bob,9,Registered,New York,NY,USA,32,2022-05-19,Bronze,Rome
2025-03-30,2026-10-23,Tokyo,Premium,Website,1,3641,5,Completed,Bank Transfer,Charlie,8,Registered,London,DXB,UK,57,2024-12-29,Bronze,Sydney
2025-11-02,2026-10-24,London,Premium,Agent,5,3008,140,Cancelled,UPI,Charlie,11,Registered,New York,IDF,UAE,63,2024-02-20,Silver,Bangkok
2024-06-24,2025-09-24,Paris,Premium,Mobile App,3,2710,197,Completed,Card,Charlie,6,Registered,London,,Singapore,46,2022-10-15,Silver,Bangkok
2025-09-25,2025-06-14,Bangkok,Premium,Website,2,1562,181,Pending,Bank Transfer,Bob,4,Registered,Dubai,DXB,UAE,39,2023-01-13,Bronze,Rome
2024-02-12,2025-11-21,Bangkok,Standard,Mobile App,3,1157,94,Completed,Card,Alice,12,Registered,Paris,,UK,19,2023-01-31,Silver,Rome
2024-05-31,2026-01-17,Dubai,Luxury,Website,5,3016,77,Completed,Card,Dana,9,Registered,London,IDF,France,38,2025-01-11,Bronze,Bangkok
2025-04-14,2025-11-24,Paris,Standard,Agent,5,1390,129,Cancelled,Bank Transfer,Charlie,9,Registered,Dubai,NY,USA,71,2022-06-24,Bronze,Sydney
2025-11-13,2025-05-31,Bangkok,Luxury,Mobile App,3,4899,176,Completed,Bank Transfer,Dana,2,Guest,Dubai,SG,USA,47,2024-04-28,Gold,Bangkok
